taxa_id,taxa,taxa_short,lambda,med,mean,max
63,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__,FAMILY_.Mogibacteriaceae..g__Other,1.03528347387092,0.311651379650355,0.446253851300903,6.99211572652178
64,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__Mogibacterium,GENUS_Mogibacterium,1.02359530212109,0.308132889359182,0.446424607569428,7.98634555312202
65,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Tissierellaceae.,FAMILY_.Tissierellaceae.,1.02567921423526,0.308760209413877,0.44548386258443,7.42171960358045
66,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Tissierellaceae..g__1.68,GENUS_1.68,1.04264996393012,0.313868914120936,0.458999438335838,9.08552884802306
67,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Tissierellaceae..g__Anaerococcus,GENUS_Anaerococcus,1.06006936329632,0.31911267583661,0.461927490029599,8.18659383179627
68,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Tissierellaceae..g__Finegoldia,GENUS_Finegoldia,1.04200519198058,0.313674371299034,0.463115038669284,15.1094917956921
69,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Tissierellaceae..g__Parvimonas,GENUS_Parvimonas,1.04094506472885,0.313355688321768,0.452491893531544,7.34619339186575
70,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Tissierellaceae..g__Peptoniphilus,GENUS_Peptoniphilus,1.03207002753006,0.310684035912299,0.45077204647517,7.1974055009041
71,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Tissierellaceae..g__ph2,GENUS_ph2,1.10720954372854,0.333276152758756,0.490630569449752,15.9545909533585
72,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Tissierellaceae..g__WAL_1855D,GENUS_WAL_1855D,1.02490106392715,0.30852596283,0.447831976330541,6.3419666505503
73,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae,FAMILY_Christensenellaceae,1.01770912617101,0.306360973838452,0.439737697220052,6.48245575017488
74,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae.g__,FAMILY_Christensenellaceae.g__Other,1.02470439049268,0.308429649008653,0.441919374204686,15.9545909533585
75,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae.g__Christensenella,GENUS_Christensenella,1.02742203102602,0.309284849544841,0.445792295316048,6.58761674202411
76,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae,FAMILY_Clostridiaceae,NA,NA,NA,NA
77,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__,FAMILY_Clostridiaceae.g__Other,NA,NA,NA,NA
78,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium,GENUS_Clostridium,NA,NA,NA,NA
79,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__SMB53,GENUS_SMB53,1.03013890789358,0.310102710976504,0.446422317340731,6.99949217247738
80,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Dehalobacteriaceae,FAMILY_Dehalobacteriaceae,1.02775437503457,0.309384895060293,0.444666931797378,5.97972160588807
81,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__EtOH8,FAMILY_EtOH8,1.04658723922211,0.315054152085011,0.459311096970795,7.10710213902982
82,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae,FAMILY_Eubacteriaceae,1.02915223422272,0.309805692605642,0.44717584052073,5.4158192213911
83,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Anaerofustis,GENUS_Anaerofustis,1.03541653722314,0.311691435710695,0.449814637167568,5.9569640566991
84,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Pseudoramibacter_Eubacterium,GENUS_Pseudoramibacter_Eubacterium,1.07695581578898,0.324196004557257,0.481126094186486,15.9545909533585
85,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae,FAMILY_Lachnospiraceae,NA,NA,NA,NA
86,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__,FAMILY_Lachnospiraceae.g__Other,NA,NA,NA,NA
87,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus.,GENUS_.Ruminococcus.,NA,NA,NA,NA
88,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes,GENUS_Anaerostipes,1.02987376508594,0.310022895038269,0.442134389556486,10.1190641367498
89,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia,GENUS_Blautia,NA,NA,NA,NA
90,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus,GENUS_Coprococcus,NA,NA,NA,NA
91,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea,GENUS_Dorea,NA,NA,NA,NA
92,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnobacterium,GENUS_Lachnobacterium,1.02050140701378,0.307201534128446,0.443555760821081,6.33525275369269
93,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospira,GENUS_Lachnospira,1.00538841737476,0.302646839919362,0.446034261250239,12.8016893873209
94,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Oribacterium,GENUS_Oribacterium,1.05040680008808,0.31620395447593,0.461686663397997,15.2556193843103
95,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Pseudobutyrivibrio,GENUS_Pseudobutyrivibrio,1.04712077312862,0.315214761794573,0.459100049608958,7.86749056688103
96,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia,GENUS_Roseburia,NA,NA,NA,NA
97,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae,FAMILY_Peptococcaceae,1.02750437461912,0.309309637436316,0.447770936385663,5.71864841832726
98,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__,FAMILY_Peptococcaceae.g__Other,1.05343082058118,0.317114275351858,0.455904567806429,8.15707451449329
99,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__Peptococcus,GENUS_Peptococcus,1.1036738937023,0.332214682202197,0.495437746116934,15.6535590018051
100,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__rc4.4,GENUS_rc4.4,1.04132507680079,0.313470083354138,0.451941874149252,5.57223645951951
